voc_id,building_id,voc_date,title,request_contents,building_floor_name,zone_name,reply,reply_write_date,user_group_name,reply_writer,title_clean,all_text,주제 대분류,주제 중분류,작업유형 대분류,작업유형 중분류,주제_score,작업유형_score,run_id,tagged_at
7288,20,2025-12-01 09:57:00,TEST,TEST,PHF,,,,,,TEST,TEST TEST,기타,기타,기타,기타,0.0,0.0,cron_20260114_144527,2026-01-14T14:45:57.413080+09:00
7403,20,2025-12-11 17:15:00,화장실 더러워요,청소 부탁 드립니다.,1F,화장실,<p>청소 완료 했습니다.</p>,2025-12-11 17:17:02.781363,,시스템관리자,화장실 더러워요,청소 부탁 드립니다. 화장실 더러워요 청소 완료 했습니다.,환경,청결/미화,청소/정리,청소/정리,7.92,7.92,cron_20260114_144527,2026-01-14T14:45:57.413080+09:00
